datetime,symbol,open,high,low,close,volume
2014-12-14 23:00:00,OANDA:XAUUSD,1222.4625,1224.377,1190.805,1193.278,129410.0
2014-12-15 23:00:00,OANDA:XAUUSD,1193.278,1223.669,1187.465,1196.988,274968.0
2014-12-16 23:00:00,OANDA:XAUUSD,1196.988,1203.1015,1183.2675,1189.8415,232913.0
2014-12-17 23:00:00,OANDA:XAUUSD,1189.8415,1214.0585,1188.523,1198.6165,141042.0
2014-12-18 23:00:00,OANDA:XAUUSD,1198.6165,1201.478,1193.7135,1195.666,79095.0
2014-12-21 23:00:00,OANDA:XAUUSD,1195.666,1203.6735,1170.8025,1176.2965,106258.0
2014-12-22 23:00:00,OANDA:XAUUSD,1176.2965,1185.0945,1172.6455,1176.6145,78204.0
2014-12-23 23:00:00,OANDA:XAUUSD,1176.6145,1181.23,1172.916,1174.576,37770.0
2014-12-25 23:00:00,OANDA:XAUUSD,1174.576,1199.26,1174.576,1196.531,107400.0
2014-12-28 23:00:00,OANDA:XAUUSD,1196.531,1197.704,1178.9755,1183.253,73694.0
2014-12-29 23:00:00,OANDA:XAUUSD,1183.253,1211.0075,1180.7665,1200.53,106075.0
2014-12-30 23:00:00,OANDA:XAUUSD,1200.53,1203.925,1181.938,1182.789,17717.0
2015-01-01 23:00:00,OANDA:XAUUSD,1182.789,1195.137,1167.6235,1188.773,31203.0
2015-01-04 23:00:00,OANDA:XAUUSD,1188.773,1207.6625,1178.311,1204.766,69349.0
2015-01-05 23:00:00,OANDA:XAUUSD,1204.766,1223.2755,1201.797,1218.675,127740.0
2015-01-06 23:00:00,OANDA:XAUUSD,1218.675,1219.4475,1208.968,1211.577,103660.0
2015-01-07 23:00:00,OANDA:XAUUSD,1211.577,1216.8615,1204.5025,1208.949,77179.0
2015-01-08 23:00:00,OANDA:XAUUSD,1208.949,1224.3035,1206.939,1223.3345,112945.0
2015-01-11 23:00:00,OANDA:XAUUSD,1223.3345,1235.9815,1217.618,1233.637,88693.0
2015-01-12 23:00:00,OANDA:XAUUSD,1233.637,1244.3865,1227.2915,1230.6335,127627.0
2015-01-13 23:00:00,OANDA:XAUUSD,1230.6335,1244.5545,1225.085,1228.537,174509.0
2015-01-14 23:00:00,OANDA:XAUUSD,1228.537,1266.896,1226.138,1262.595,353476.0
2015-01-15 23:00:00,OANDA:XAUUSD,1262.595,1282.174,1255.0835,1280.197,240772.0
2015-01-18 23:00:00,OANDA:XAUUSD,1280.197,1281.7845,1272.101,1277.0365,81307.0
2015-01-19 23:00:00,OANDA:XAUUSD,1277.0365,1297.219,1274.1475,1295.2125,137680.0
2015-01-20 23:00:00,OANDA:XAUUSD,1295.2125,1305.737,1284.6575,1293.182,150683.0
2015-01-21 23:00:00,OANDA:XAUUSD,1293.182,1307.7915,1279.3235,1302.5845,175619.0
2015-01-22 23:00:00,OANDA:XAUUSD,1302.5845,1302.8805,1284.4145,1294.714,104939.0
2015-01-25 23:00:00,OANDA:XAUUSD,1294.714,1299.3805,1275.934,1281.3325,126478.0
2015-01-26 23:00:00,OANDA:XAUUSD,1281.3325,1297.6965,1272.344,1292.1065,124753.0
2015-01-27 23:00:00,OANDA:XAUUSD,1292.1065,1293.805,1279.692,1284.4405,107075.0
2015-01-28 23:00:00,OANDA:XAUUSD,1284.4405,1286.033,1251.9035,1257.5465,164829.0
2015-01-29 23:00:00,OANDA:XAUUSD,1257.5465,1284.859,1257.168,1283.956,117436.0
2015-02-01 23:00:00,OANDA:XAUUSD,1283.956,1283.956,1266.328,1274.271,105815.0
2015-02-02 23:00:00,OANDA:XAUUSD,1274.271,1286.1925,1255.6035,1260.355,144176.0
2015-02-03 23:00:00,OANDA:XAUUSD,1260.355,1272.987,1256.6815,1269.155,134326.0
2015-02-04 23:00:00,OANDA:XAUUSD,1269.155,1274.482,1256.197,1264.7785,103801.0
2015-02-05 23:00:00,OANDA:XAUUSD,1264.7785,1268.9005,1228.376,1234.459,146732.0
2015-02-08 23:00:00,OANDA:XAUUSD,1234.459,1243.7905,1234.3515,1239.1065,54789.0
2015-02-09 23:00:00,OANDA:XAUUSD,1239.1065,1245.959,1230.9885,1233.507,70049.0
2015-02-10 23:00:00,OANDA:XAUUSD,1233.507,1238.89,1216.657,1218.7325,71209.0
2015-02-11 23:00:00,OANDA:XAUUSD,1218.7325,1233.256,1216.884,1222.064,84843.0
2015-02-12 23:00:00,OANDA:XAUUSD,1222.064,1235.0755,1221.83,1229.776,63762.0
2015-02-15 23:00:00,OANDA:XAUUSD,1229.776,1237.151,1227.6,1231.182,38236.0
2015-02-16 23:00:00,OANDA:XAUUSD,1231.182,1234.079,1203.865,1209.8575,89861.0
2015-02-17 23:00:00,OANDA:XAUUSD,1209.8575,1213.676,1197.654,1212.476,86068.0
2015-02-18 23:00:00,OANDA:XAUUSD,1212.476,1223.1525,1205.474,1206.7945,87462.0
2015-02-19 23:00:00,OANDA:XAUUSD,1206.7945,1215.5615,1198.1755,1201.618,90084.0
2015-02-22 23:00:00,OANDA:XAUUSD,1201.618,1210.5215,1190.568,1201.8985,84777.0
2015-02-23 23:00:00,OANDA:XAUUSD,1201.8985,1204.64,1190.39,1200.599,89875.0
2015-02-24 23:00:00,OANDA:XAUUSD,1200.599,1211.9155,1200.129,1205.015,55641.0
2015-02-25 23:00:00,OANDA:XAUUSD,1205.015,1220.115,1203.703,1209.3555,76205.0
2015-02-26 23:00:00,OANDA:XAUUSD,1209.3555,1219.485,1204.545,1213.1405,61393.0
2015-03-01 23:00:00,OANDA:XAUUSD,1213.1405,1223.353,1204.7785,1207.0465,33782.0
2015-03-02 23:00:00,OANDA:XAUUSD,1207.0465,1214.9195,1195.4875,1203.8205,35543.0
2015-03-03 23:00:00,OANDA:XAUUSD,1203.8205,1209.089,1198.367,1200.3425,29093.0
2015-03-04 23:00:00,OANDA:XAUUSD,1200.3425,1209.563,1196.6125,1198.389,25167.0
2015-03-05 23:00:00,OANDA:XAUUSD,1198.389,1200.7815,1163.884,1167.337,48468.0
2015-03-08 22:00:00,OANDA:XAUUSD,1167.337,1175.507,1165.946,1167.284,20811.0
2015-03-09 22:00:00,OANDA:XAUUSD,1167.284,1170.6085,1155.186,1161.831,35264.0
2015-03-10 22:00:00,OANDA:XAUUSD,1161.831,1165.3285,1147.6595,1155.2835,29562.0
2015-03-11 22:00:00,OANDA:XAUUSD,1155.2835,1166.751,1148.625,1153.7165,34066.0
2015-03-12 22:00:00,OANDA:XAUUSD,1153.7165,1161.888,1151.5475,1158.6,25848.0
2015-03-15 22:00:00,OANDA:XAUUSD,1158.6,1164.1935,1150.4645,1154.7305,22181.0
2015-03-16 22:00:00,OANDA:XAUUSD,1154.7305,1160.1115,1142.7585,1149.531,30977.0
2015-03-17 22:00:00,OANDA:XAUUSD,1149.531,1175.9215,1146.044,1167.686,53708.0
2015-03-18 22:00:00,OANDA:XAUUSD,1167.686,1178.013,1159.7395,1171.208,46904.0
2015-03-19 22:00:00,OANDA:XAUUSD,1171.208,1188.067,1168.891,1182.6095,34072.0
2015-03-22 22:00:00,OANDA:XAUUSD,1182.6095,1191.722,1179.4125,1189.4935,33088.0
2015-03-23 22:00:00,OANDA:XAUUSD,1189.4935,1195.1715,1185.5085,1193.314,28792.0
2015-03-24 22:00:00,OANDA:XAUUSD,1193.314,1199.789,1186.804,1195.41,27363.0
2015-03-25 22:00:00,OANDA:XAUUSD,1195.41,1219.9995,1194.6255,1204.785,40080.0
2015-03-26 22:00:00,OANDA:XAUUSD,1204.785,1206.3735,1192.6795,1198.8125,29787.0
2015-03-29 23:00:00,OANDA:XAUUSD,1198.8125,1199.912,1182.5215,1186.1575,23900.0
2015-03-30 23:00:00,OANDA:XAUUSD,1186.1575,1190.8885,1178.55,1183.6445,28313.0
2015-03-31 23:00:00,OANDA:XAUUSD,1183.6445,1208.715,1180.99,1204.091,29151.0
2015-04-01 23:00:00,OANDA:XAUUSD,1204.091,1207.4395,1195.0115,1202.704,27970.0
2015-04-02 23:00:00,OANDA:XAUUSD,1202.704,1203.206,1202.055,1203.206,25.0
2015-04-05 23:00:00,OANDA:XAUUSD,1203.206,1224.3095,1203.206,1214.84,28937.0
2015-04-06 23:00:00,OANDA:XAUUSD,1214.84,1215.9195,1207.6165,1209.192,20300.0
2015-04-07 23:00:00,OANDA:XAUUSD,1209.192,1212.497,1197.5735,1202.6105,33387.0
2015-04-08 23:00:00,OANDA:XAUUSD,1202.6105,1203.572,1192.725,1194.8465,23584.0
2015-04-09 23:00:00,OANDA:XAUUSD,1194.8465,1210.8795,1193.3335,1207.7495,25403.0
2015-04-12 23:00:00,OANDA:XAUUSD,1207.7495,1209.648,1196.472,1198.805,24466.0
2015-04-13 23:00:00,OANDA:XAUUSD,1198.805,1201.617,1184.0995,1192.8055,37347.0
2015-04-14 23:00:00,OANDA:XAUUSD,1192.8055,1204.7255,1188.982,1202.603,30457.0
2015-04-15 23:00:00,OANDA:XAUUSD,1202.603,1209.2315,1194.861,1198.5895,37475.0
2015-04-16 23:00:00,OANDA:XAUUSD,1198.5895,1207.9885,1197.5315,1204.4205,31912.0
2015-04-19 23:00:00,OANDA:XAUUSD,1204.4205,1209.47,1191.5075,1195.8065,30278.0
2015-04-20 23:00:00,OANDA:XAUUSD,1195.8065,1204.3755,1193.2065,1202.497,19049.0
2015-04-21 23:00:00,OANDA:XAUUSD,1202.497,1205.069,1185.808,1187.0765,29059.0
2015-04-22 23:00:00,OANDA:XAUUSD,1187.0765,1198.0965,1184.464,1194.043,25126.0
2015-04-23 23:00:00,OANDA:XAUUSD,1194.043,1196.104,1175.3835,1179.482,30144.0
2015-04-26 23:00:00,OANDA:XAUUSD,1179.482,1207.371,1178.767,1202.052,32399.0
2015-04-27 23:00:00,OANDA:XAUUSD,1202.052,1215.187,1199.2925,1212.1115,31127.0
2015-04-28 23:00:00,OANDA:XAUUSD,1212.1115,1214.122,1201.484,1204.668,38375.0
2015-04-29 23:00:00,OANDA:XAUUSD,1204.668,1207.679,1177.148,1184.393,43636.0
2015-04-30 23:00:00,OANDA:XAUUSD,1184.393,1185.315,1170.193,1178.4675,27919.0
2015-05-03 23:00:00,OANDA:XAUUSD,1178.4675,1192.9555,1177.8405,1188.413,24991.0
2015-05-04 23:00:00,OANDA:XAUUSD,1188.413,1199.9925,1185.807,1193.327,22781.0
2015-05-05 23:00:00,OANDA:XAUUSD,1193.327,1197.7785,1188.3765,1192.2205,29662.0
2015-05-06 23:00:00,OANDA:XAUUSD,1192.2205,1192.9745,1178.947,1184.5655,27900.0
2015-05-07 23:00:00,OANDA:XAUUSD,1184.5655,1194.022,1181.695,1188.4105,37422.0
2015-05-10 23:00:00,OANDA:XAUUSD,1188.4105,1191.921,1178.97,1184.0005,19297.0
2015-05-11 23:00:00,OANDA:XAUUSD,1184.0005,1197.372,1180.794,1193.92,22710.0
2015-05-12 23:00:00,OANDA:XAUUSD,1193.92,1219.038,1191.341,1215.747,35083.0
2015-05-13 23:00:00,OANDA:XAUUSD,1215.747,1227.6985,1212.4765,1221.1385,32668.0
2015-05-14 23:00:00,OANDA:XAUUSD,1221.1385,1226.3395,1211.179,1224.068,26734.0
2015-05-17 23:00:00,OANDA:XAUUSD,1224.068,1232.473,1221.742,1225.4645,21148.0
2015-05-18 23:00:00,OANDA:XAUUSD,1225.4645,1226.053,1205.833,1207.822,29376.0
2015-05-19 23:00:00,OANDA:XAUUSD,1207.822,1213.608,1203.367,1209.864,27825.0
2015-05-20 23:00:00,OANDA:XAUUSD,1209.864,1212.8815,1201.594,1206.256,22509.0
2015-05-21 23:00:00,OANDA:XAUUSD,1206.256,1215.0695,1201.617,1205.9725,24368.0
2015-05-24 23:00:00,OANDA:XAUUSD,1205.9725,1208.7405,1202.949,1207.2085,10224.0
2015-05-25 23:00:00,OANDA:XAUUSD,1207.2085,1207.628,1185.6145,1187.358,36235.0
2015-05-26 23:00:00,OANDA:XAUUSD,1187.358,1191.078,1183.7335,1188.061,23210.0
2015-05-27 23:00:00,OANDA:XAUUSD,1188.061,1192.279,1180.2165,1188.2025,27283.0
2015-05-28 23:00:00,OANDA:XAUUSD,1188.2025,1194.4495,1185.845,1190.4235,23788.0
2015-05-31 23:00:00,OANDA:XAUUSD,1190.4235,1204.473,1184.4855,1189.2445,34073.0
2015-06-01 23:00:00,OANDA:XAUUSD,1189.2445,1196.4105,1185.986,1193.074,32022.0
2015-06-02 23:00:00,OANDA:XAUUSD,1193.074,1195.5745,1179.5155,1185.002,32350.0
2015-06-03 23:00:00,OANDA:XAUUSD,1185.002,1186.38,1173.0265,1176.814,36596.0
2015-06-04 23:00:00,OANDA:XAUUSD,1176.814,1178.6645,1162.786,1172.0125,32550.0
2015-06-07 23:00:00,OANDA:XAUUSD,1172.0125,1177.7555,1169.2015,1174.101,25916.0
2015-06-08 23:00:00,OANDA:XAUUSD,1174.101,1183.063,1172.614,1176.865,19448.0
2015-06-09 23:00:00,OANDA:XAUUSD,1176.865,1192.4155,1175.2835,1186.06,26301.0
2015-06-10 23:00:00,OANDA:XAUUSD,1186.06,1188.1365,1175.601,1181.992,23988.0
2015-06-11 23:00:00,OANDA:XAUUSD,1181.992,1184.5265,1176.513,1181.6945,18025.0
2015-06-14 23:00:00,OANDA:XAUUSD,1181.6945,1190.666,1172.9045,1186.314,25440.0
2015-06-15 23:00:00,OANDA:XAUUSD,1186.314,1187.9765,1176.1945,1182.153,17021.0
2015-06-16 23:00:00,OANDA:XAUUSD,1182.153,1189.4585,1174.73,1185.671,27400.0
2015-06-17 23:00:00,OANDA:XAUUSD,1185.671,1205.973,1183.739,1201.8835,30116.0
2015-06-18 23:00:00,OANDA:XAUUSD,1201.8835,1204.3075,1198.498,1200.2985,14811.0
2015-06-21 23:00:00,OANDA:XAUUSD,1200.2985,1201.2095,1182.276,1185.939,17997.0
2015-06-22 23:00:00,OANDA:XAUUSD,1185.939,1188.2465,1176.362,1178.6635,20061.0
2015-06-23 23:00:00,OANDA:XAUUSD,1178.6635,1180.3825,1169.39,1175.4905,18308.0
2015-06-24 23:00:00,OANDA:XAUUSD,1175.4905,1178.2235,1171.5435,1173.175,14823.0
2015-06-25 23:00:00,OANDA:XAUUSD,1173.175,1178.7665,1168.5415,1175.3875,17328.0
2015-06-28 23:00:00,OANDA:XAUUSD,1175.3875,1188.2825,1173.8835,1179.809,32126.0
2015-06-29 23:00:00,OANDA:XAUUSD,1179.809,1180.6275,1166.9195,1172.37,27466.0
2015-06-30 23:00:00,OANDA:XAUUSD,1172.37,1175.1695,1167.6805,1168.8585,17615.0
2015-07-01 23:00:00,OANDA:XAUUSD,1168.8585,1169.9955,1157.1515,1166.2195,23019.0
2015-07-02 23:00:00,OANDA:XAUUSD,1166.2195,1170.362,1164.793,1168.902,10604.0
2015-07-05 23:00:00,OANDA:XAUUSD,1168.902,1175.668,1162.977,1170.296,23984.0
2015-07-06 23:00:00,OANDA:XAUUSD,1170.296,1170.826,1148.073,1155.2135,39344.0
2015-07-07 23:00:00,OANDA:XAUUSD,1155.2135,1164.8055,1147.2865,1158.245,38868.0
2015-07-08 23:00:00,OANDA:XAUUSD,1158.245,1167.905,1156.106,1159.2795,28036.0
2015-07-09 23:00:00,OANDA:XAUUSD,1159.2795,1165.5155,1157.614,1163.647,23126.0
2015-07-12 23:00:00,OANDA:XAUUSD,1163.647,1165.1005,1151.1335,1157.999,26876.0
2015-07-13 23:00:00,OANDA:XAUUSD,1157.999,1159.9005,1153.06,1156.011,18483.0
2015-07-14 23:00:00,OANDA:XAUUSD,1156.011,1156.9475,1143.297,1149.415,22049.0
2015-07-15 23:00:00,OANDA:XAUUSD,1149.415,1149.875,1142.2865,1145.4645,20915.0
2015-07-16 23:00:00,OANDA:XAUUSD,1145.4645,1145.915,1131.1495,1134.4725,20966.0
2015-07-19 23:00:00,OANDA:XAUUSD,1134.4725,1134.4725,1072.2495,1096.341,72891.0
2015-07-20 23:00:00,OANDA:XAUUSD,1096.341,1110.0165,1096.187,1101.49,28823.0
2015-07-21 23:00:00,OANDA:XAUUSD,1101.49,1103.775,1087.1425,1094.3395,33701.0
2015-07-22 23:00:00,OANDA:XAUUSD,1094.3395,1105.895,1087.353,1090.6735,28881.0
2015-07-23 23:00:00,OANDA:XAUUSD,1090.6735,1101.7435,1076.168,1099.534,43923.0
2015-07-26 23:00:00,OANDA:XAUUSD,1099.534,1105.157,1088.616,1094.1055,33064.0
2015-07-27 23:00:00,OANDA:XAUUSD,1094.1055,1099.1485,1091.722,1095.347,21110.0
2015-07-28 23:00:00,OANDA:XAUUSD,1095.347,1102.155,1090.4765,1096.9735,32621.0
2015-07-29 23:00:00,OANDA:XAUUSD,1096.9735,1098.753,1082.6645,1088.6245,32707.0
2015-07-30 23:00:00,OANDA:XAUUSD,1088.6245,1103.631,1080.1555,1095.5685,35558.0
2015-08-02 23:00:00,OANDA:XAUUSD,1095.5685,1098.152,1085.975,1086.915,23316.0
2015-08-03 23:00:00,OANDA:XAUUSD,1086.915,1095.0615,1081.085,1087.68,23058.0
2015-08-04 23:00:00,OANDA:XAUUSD,1087.68,1092.6485,1083.0795,1085.138,22535.0
2015-08-05 23:00:00,OANDA:XAUUSD,1085.138,1094.199,1083.5895,1089.593,17470.0
2015-08-06 23:00:00,OANDA:XAUUSD,1089.593,1099.679,1082.511,1094.175,34910.0
2015-08-09 23:00:00,OANDA:XAUUSD,1094.175,1109.1425,1089.744,1104.5525,26505.0
2015-08-10 23:00:00,OANDA:XAUUSD,1104.5525,1119.6595,1093.9575,1108.951,42493.0
2015-08-11 23:00:00,OANDA:XAUUSD,1108.951,1126.033,1101.97,1124.534,41144.0
2015-08-12 23:00:00,OANDA:XAUUSD,1124.534,1126.925,1113.691,1115.213,28062.0
2015-08-13 23:00:00,OANDA:XAUUSD,1115.213,1121.1505,1111.8655,1114.921,22904.0
2015-08-16 23:00:00,OANDA:XAUUSD,1114.921,1122.9375,1113.8115,1117.5265,17104.0
2015-08-17 23:00:00,OANDA:XAUUSD,1117.5265,1121.2305,1109.5725,1117.6475,21099.0
2015-08-18 23:00:00,OANDA:XAUUSD,1117.6475,1134.9395,1116.412,1133.9935,26551.0
2015-08-19 23:00:00,OANDA:XAUUSD,1133.9935,1154.1395,1132.7405,1152.133,29016.0
2015-08-20 23:00:00,OANDA:XAUUSD,1152.133,1168.389,1149.044,1161.1095,42373.0
2015-08-23 23:00:00,OANDA:XAUUSD,1161.1095,1170.28,1146.0055,1155.0755,103964.0
2015-08-24 23:00:00,OANDA:XAUUSD,1155.0755,1156.7305,1134.7405,1140.6475,64223.0
2015-08-25 23:00:00,OANDA:XAUUSD,1140.6475,1146.571,1117.7665,1125.153,62934.0
2015-08-26 23:00:00,OANDA:XAUUSD,1125.153,1129.403,1118.201,1124.882,38700.0
2015-08-27 23:00:00,OANDA:XAUUSD,1124.882,1140.959,1123.911,1133.744,39840.0
2015-08-30 23:00:00,OANDA:XAUUSD,1133.744,1136.821,1125.779,1134.9415,25307.0
2015-08-31 23:00:00,OANDA:XAUUSD,1134.9415,1148.0765,1134.408,1140.2705,32758.0
2015-09-01 23:00:00,OANDA:XAUUSD,1140.2705,1142.5345,1132.137,1134.112,27579.0
2015-09-02 23:00:00,OANDA:XAUUSD,1134.112,1134.395,1121.876,1125.384,26852.0
2015-09-03 23:00:00,OANDA:XAUUSD,1125.384,1133.333,1116.519,1121.578,30303.0
2015-09-06 23:00:00,OANDA:XAUUSD,1121.578,1124.981,1116.0655,1119.221,12047.0
2015-09-07 23:00:00,OANDA:XAUUSD,1119.221,1126.9425,1118.7465,1121.538,19685.0
2015-09-08 23:00:00,OANDA:XAUUSD,1121.538,1125.5175,1101.3505,1108.0265,25448.0
2015-09-09 23:00:00,OANDA:XAUUSD,1108.0265,1115.19,1103.822,1110.684,26061.0
2015-09-10 23:00:00,OANDA:XAUUSD,1110.684,1113.003,1098.795,1107.7665,24462.0
2015-09-13 23:00:00,OANDA:XAUUSD,1107.7665,1110.661,1103.6045,1108.904,15379.0
2015-09-14 23:00:00,OANDA:XAUUSD,1108.904,1109.565,1102.545,1105.227,15113.0
2015-09-15 23:00:00,OANDA:XAUUSD,1105.227,1124.324,1104.111,1119.5005,21832.0
2015-09-16 23:00:00,OANDA:XAUUSD,1119.5005,1136.1125,1115.492,1131.4965,39035.0
2015-09-17 23:00:00,OANDA:XAUUSD,1131.4965,1141.9215,1127.6575,1139.059,31315.0
2015-09-20 23:00:00,OANDA:XAUUSD,1139.059,1140.122,1129.6365,1133.4425,15326.0
2015-09-21 23:00:00,OANDA:XAUUSD,1133.4425,1136.7925,1121.3945,1124.7665,19985.0
2015-09-22 23:00:00,OANDA:XAUUSD,1124.7665,1134.3695,1122.0135,1130.229,17590.0
2015-09-23 23:00:00,OANDA:XAUUSD,1130.229,1156.7635,1128.826,1153.956,31150.0
2015-09-24 23:00:00,OANDA:XAUUSD,1153.956,1153.956,1140.7905,1146.2295,26288.0
2015-09-27 23:00:00,OANDA:XAUUSD,1146.2295,1148.3695,1128.091,1132.2515,29587.0
2015-09-28 23:00:00,OANDA:XAUUSD,1132.2515,1134.927,1124.294,1127.348,24809.0
2015-09-29 23:00:00,OANDA:XAUUSD,1127.348,1128.227,1111.7775,1114.866,30314.0
2015-09-30 23:00:00,OANDA:XAUUSD,1114.866,1119.3095,1111.2205,1113.551,15277.0
2015-10-01 23:00:00,OANDA:XAUUSD,1113.551,1141.418,1104.735,1138.492,36480.0
2015-10-04 23:00:00,OANDA:XAUUSD,1138.492,1142.129,1130.214,1135.669,23509.0
2015-10-05 23:00:00,OANDA:XAUUSD,1135.669,1151.3925,1135.0905,1147.372,20901.0
2015-10-06 23:00:00,OANDA:XAUUSD,1147.372,1154.023,1141.9505,1145.504,20951.0
2015-10-07 23:00:00,OANDA:XAUUSD,1145.504,1151.4565,1136.7265,1139.2125,25734.0
2015-10-08 23:00:00,OANDA:XAUUSD,1139.2125,1159.741,1138.798,1156.36,25876.0
2015-10-11 23:00:00,OANDA:XAUUSD,1156.36,1169.123,1154.9655,1163.876,22323.0
2015-10-12 23:00:00,OANDA:XAUUSD,1163.876,1168.8465,1151.942,1168.7245,24906.0
2015-10-13 23:00:00,OANDA:XAUUSD,1168.7245,1189.927,1162.905,1184.1185,35476.0
2015-10-14 23:00:00,OANDA:XAUUSD,1184.1185,1191.653,1174.1795,1183.235,38033.0
